Feature ID	Taxon	Confidence
c3e509d6979c52fc30fb30542d62cd07	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Turicibacter	0.9999910564165868
bb90e95041a2226dab676a6dfa60aa44	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ramlibacter	0.8971416610906467
5aeb4e94830a728f89308e00b8f3ac2a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea	0.9202873689982425
14e6956e0d6ce825142b5c7b63a3bb79	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999208863658535
beb8e865c88300642afa92e6af05717b	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256	0.8563668931253999
e44268080b7400a17642e39df641727b	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.9982081268927064
c63f6ac78ffdfe799863d402d69f28be	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira	0.9947253061552637
4f39a25ce9ca06f93e72c558d9e10595	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella	0.9947085336556768
b82084fd6c0476f78f89cb62123f68b1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Noviherbaspirillum	0.9238985992445236
42e296cf8c510c8542277a2cd5ec2931	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.9778153412279584
a8d0d8f05831d87683d5f6d78cfa2d38	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured	0.998971021824189
5f319b9bbb58432d2713a00131b5691b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter	0.8407390783148389
4f774e0f0d0b88d7dc22220f682cbaa8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodoplanes; s__unidentified	0.7304829030102699
081aa25e0e71c69ebf268d516c3dd7f9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Devosia	0.943728525194694
3be5ccf0f025617d98ecbfd2d888b945	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured	0.9994086742255499
3e5772d388ebfd3b70b4ef76b0d3d763	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured	0.9678726271146308
5c5de567ad4343f6208386c3c591fbfa	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Ellin6067	0.9998425085779359
7f6229ad23cefb4ea19dff74a76e3a6d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	0.9951470786124111
31f4fb5452ab2cdc7de732e3dc68423f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__TRA3-20; g__TRA3-20; s__uncultured_Rhodocyclaceae	0.7299187803833526
b321d5a3fcc834facb6b5d81cdc7f73f	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella	0.9881636729745034
11fac9cfdd770ee4e66447e1accf5b7e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999995790628267
3fa5707bb0c63f3c575d5ccfeb52a2c4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	0.9704287271282511
000f7b039dfd7d855cf11b71c3d2dad8	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus	0.859407379666908
562589dfde57a31e04a2ca37660225cc	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudorhodoplanes	0.8426254614696687
127824830507fe19ac0fe3193992c1c0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02	0.9999470301049587
8363b12e3255d51ae541edb851d7625a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.9971326217237032
fda1610645c1201ad05467a002189234	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Geodermatophilus	0.8641101583874076
792b414ff1cd0b8066919e43bb4b30ef	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__Arthrobacter_globiformis	0.7685623401597109
6d2483c3d66cc6a6d89a1c3f2772461f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999880178117925
2b231d8cb2e2746cec9eaafab41021da	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Subgroup_10	0.9999814562539178
96f09e1a1923758ab6906eacd9a2e940	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.999756696664207
ae89e4f31367e6282286c97409057b1e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1	0.9999543783347705
ce41590ac3fe3f7989ca92ef2f9099c7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__SC-I-84	0.9970942397783159
867c4de6b660c5caaf778662de6b1640	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14	0.9499477883949561
9d56b1e6c991b0f7c4a363be09078761	d__Bacteria; p__Actinobacteriota; c__MB-A2-108; o__MB-A2-108; f__MB-A2-108; g__MB-A2-108	0.9999992249956432
1b488697e27a93e8e574d686e1ee0180	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Phyllobacterium	0.9974757487349931
b867cc010e739fc63e0711c9df8d4feb	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__Ilumatobacter	0.8778301153714061
98d00b0f3a665e8760205be7935da775	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.9991933993727689
025f723af162a5344ece3f83257a5510	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora	0.9669077050370299
c00f4ca86bfdf38e4c7b06cd63ffb9ab	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter	0.8982453027779795
a0b33f41e9960a47277a40916052300a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__uncultured; g__uncultured	0.7376793594363232
cbc1fe54f5b15de899912ef30585584b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1	0.9999194336756199
9681aadf28877d13381ed899be07cd82	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.9942350379123314
2b45f8a8caea1e76605d0b163a7de06c	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__uncultured_Acidimicrobiia	0.8117510778431708
90c6e1e77c9ebc49477b7efb7c1878e7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola	0.9966560709471117
ec531120f5cac94f1762e1330b19da07	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae	0.999999186698437
73fe300faf4ecc7933b1553273f29c59	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__uncultured; g__uncultured	0.9907637735433044
7e59f6a1cb815d5c28f86aa6b168c62f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.7169986339209942
47d2c9d8291e45849337596dce3145ac	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Subgroup_10	0.9999545350432268
c93c75807211352890e16db883f68fe7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Sporichthyaceae; g__uncultured	0.9324418351912691
0fe1c21111f46189729afc5b95a40720	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter	0.8434057815001901
7ccdb626a4a84a069fc201c5544f5b50	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9875509659971922
70528e1dd1b04339b4bed5df4327b2f7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1	0.9997787192846257
24102cf42a0127851067e8fd59f3265c	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium	0.9991342293138935
0554751e14fa37d221a99fd9fb77cb6d	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41	0.9994809496993456
cf992dfcf480eaec07d67d81ebaf9c09	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__SC-I-84	0.9946595875673039
ab6d6f5b53a61f7bdd20a0d583b926da	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9999853112278113
e2920224d841d3cc260679ca631994fc	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Romboutsia	0.9874621689832477
b4d1733bb152d785076818a58120a1ca	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina	0.978613145244924
b6cbb8ea416f5fae8f8ee0c8b5d8b55f	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaeraceae	0.9969076486596403
d20e546b8f89f0cc38b9118b1f0d82a7	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Subgroup_10; s__uncultured_soil	0.7680051511464596
9a9524210a520a8076c99c633d0cb424	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured	0.8921274951389053
d4182dc499787b3cb721c978a8ed19c7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Kribbella	0.9993716306123219
f53ad243edbcd0ddfc1113abd86c75e2	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured	0.9991017851296878
03fcd4d86224a08762cf243ea1a2167c	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured	0.860390874161216
765f91912a540648b78c620b055118b0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Ellin6067	0.9997375075594994
57005f409a97d0d6655f5530c9fd573f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.9865926128297792
0f1b9c7bd0bda6bd03c7b56ec376df10	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter	0.8715635216841409
f88e14efd8507dd034041aa24c5b22d3	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella	0.8021273356289
5a29ace74944187e0e4fa429f95604c9	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae	0.9979660544096143
15f49e2c34b5f8ff6799432f098b301a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces	0.9993745034042407
e6a08693f4713b8a29dac219e31a5661	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium	0.7971735183667839
21277cba31d485c380185f9eaf5935a4	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium	0.9997820469462121
3e04ccded3f89a7bf119d48e5be6e03f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	0.9999869334750842
5d03ef6199933fb07feb22c6698b7bfb	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Nordella	0.9968530631155438
202157acc9eb7e86929afb9b486f4dc5	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudorhodoplanes	0.9936541087284753
6dfdc6a1cee51639e4ebe56869254464	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1	0.9999405129779402
8124e6f31981695147d28e004dc89ab4	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	0.999679072104673
9327836bb3f4cc4af0f25b6672931b42	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae	0.9964093051641768
32a24259f2dc25552e49ce9cf09c46ce	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__TRA3-20; g__TRA3-20; s__uncultured_gamma	0.7154094508943923
db4402ec53293ea23e1971adffcec731	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.991636788351412
0961419c00b40bc7a188e2d1650906c9	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea	0.7965277236695868
b161cc1def501c2e5103e1f8940a7eb7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces	0.9981283221709709
9601ca2bb4adfcd2d3181084191c8f10	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora	0.9885601706819922
fbb9eb559e4b778c68138fe733633c74	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Dongia	0.9992812627330536
5bb90f8b082d03169cd19e53c45cb52a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__uncultured	0.7756358247802283
888d7864b3999f8cfb798aee7d5b3a3d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Ellin6067	0.9997819471102376
cb379c9c77dd77d2b97b4be9ea7750af	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter; s__uncultured_proteobacterium	0.7256861773171814
d75d09b1e93425280f035e0f01cdac99	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999995879744237
0ab5a1087e3d457e06e8be6d8febbfd3	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Lechevalieria	0.7468901605816975
2d1a7d3dae89b660f13d13601436f1cb	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Lechevalieria	0.996537711359396
55978b8fd526a6294b167b7beedface5	d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7	0.999998985855656
68c70b332ab5f8f19a126d73df3e3995	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Microvirga; s__Microvirga_aerophila	0.9523169767335249
67540a2dfb3b2f7f5ac61404c51ca66f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter	0.9102181284206382
2736a3426375af0148ebd82e54e0780a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter	0.8321754526923941
728f4723415d6c7574f0e1778f150e43	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured	0.7899595247215646
7eb77c5e9ebcf4da55a37ddb939031da	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9995602532082114
d6f7e9d5b8bd06db284c68663068d22f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Lechevalieria	0.9995741948375579
bd687b90682d7bdd7cc56a19241924e9	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.9990922582629709
ff6328dd475b3a370b22e7c5e90ce5dd	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	0.9922438656497767
528adced88a560fcc4fbe596c347d52f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter; s__uncultured_proteobacterium	0.8819095675609355
a871edd1ff114e7d93057532fda58792	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__A21b; g__A21b	0.9948335684192324
3fc5059f1a8cabb8254a532e776de1c6	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas	0.9966240699940412
ab145b82a11c9e0cce54b3d237b7c89a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9997412939548644
632a82790c443a6e19cfa326e3c211ab	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Terrabacter	0.9711033693332937
09c82021f4bc92c4b3a94b522ec9a820	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira	0.9991722127576271
7feae571aab054929e535c751d68e7ee	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	0.9999339146280386
17a6f3613824d7bf765283776801e486	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9979213970021157
fc69e807cacdfe546e35ce21500c9e69	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9998677565445727
f0747ad79bf63e0085062e60224420bd	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella	0.9199345023991352
d9dce281175fc6853698424089350f4c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosospira	0.9992182976635756
e9ade8bc8ebe609313f756fbf6d2d358	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13; s__uncultured_gamma	0.8421087780313629
7aa1cda9fe9da9ca554fdfae709445ef	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.9998300815872007
273e0570fcc2c8764d2e82e8f8969145	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Ensifer	0.95155518179488
e79b4441f81d9d9fcaaa53db84d58544	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Turicibacter	0.9999934466451104
75ce939e5c3fc2f70cc030807be7bfad	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9999995737752893
3bd68e82311469bf7c77694d6e6e4d41	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Bryobacter	0.979952792517576
5b9ba99da2318e6c0ab3f1b19203f1ec	d__Bacteria; p__Chloroflexi; c__TK10; o__TK10; f__TK10; g__TK10	0.9999230931401444
e895a793b3f0216c7d35ae362a7a7e28	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.9657675501449898
0e544ad87fd453c9854089e81281e268	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.9958386407479541
fc2217f503e570a176072e415b79eac8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9994847677535047
a47319fbc38e49198a8f64314440e4ef	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae	0.9998418422313238
510e1e811391df74851b8eb0dc9a6b42	d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7	0.9999887752887507
1d6bc9413b6fb605395a246e0fb4928b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudolabrys	0.9974823354468106
0b491622f66343c98b125f7fce59953f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Phyllobacterium	0.9987412090534094
4a3c24305df3fd85aa8ce960cef52def	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured	0.9886631002689757
91e1417f9869cc3d89c5a5fe6d72b7e8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	0.9888574898146758
